tracedir, tracefile, reid_rate, MIA_acc, MIA_adv, -, TP-TV_syn, TP-TV_tes, TP-TV_uni, -, TP-TV-Top50_syn, TP-TV-Top50_tes, TP-TV-Top50_uni, -, TP-SWD_syn, TP-SWD_tes, TP-SWD_uni, -, VF-TV_syn, VF-TV_tes, VF-TV_uni, -, TM-TV_syn, TM-TV_tes, TM-TV_uni, -, TM-SWD_syn, TM-SWD_tes, TM-SWD_uni
SGD_SP,syntraces_cn0.csv,-,-,-,-,0.3890086953685084,0.2623278716626738,0.5069106828037204,-,0.1331143807324566,0.05596768202461542,0.1873333360485742,-,0.3827644601625837,0.14768969805893936,0.531237544044583,-,0.6284495337087747,0.31691085878444797,0.6659032333818089,-,0.6672785156883839,0.7769754958803871,0.9909979999999676,-,1.8983804028133868,0.8614267716600879,2.6739443474222524
