tracedir, tracefile, reid_rate, MIA_acc, MIA_adv, -, TP-TV_syn, TP-TV_tes, TP-TV_uni, -, TP-TV-Top50_syn, TP-TV-Top50_tes, TP-TV-Top50_uni, -, TP-SWD_syn, TP-SWD_tes, TP-SWD_uni, -, VF-TV_syn, VF-TV_tes, VF-TV_uni, -, TM-TV_syn, TM-TV_tes, TM-TV_uni, -, TM-SWD_syn, TM-SWD_tes, TM-SWD_uni
PPMTF_TK_alp2_mnt100_mnv100,syntraces_Itr100_SmplA1.csv,0.0026,0.503,0.006000000000000005,-,0.45767333333331983,0.38553333333332435,0.5409833333333685,-,0.1399499999999981,0.12156666666666455,0.19826666666666481,-,0.6261513937481522,0.32040310348144796,1.5188119572542478,-,-,-,-,-,0.4601863757928261,0.2995125080722108,0.9883499999999971,-,1.7313988174277726,0.6222553231783196,6.209186090742196
PPMTF_TK_alp0.5_mnt100_mnv100,syntraces_Itr100_SmplA1.csv,0.0032,0.5052,0.010400000000000076,-,0.5197733333333197,0.38553333333332435,0.5409833333333685,-,0.16083333333333122,0.12156666666666455,0.19826666666666481,-,0.9410525894976448,0.32040310348144796,1.5188119572542478,-,-,-,-,-,0.4937666894689072,0.2995125080722108,0.9883499999999971,-,2.2923213549551726,0.6222553231783196,6.209186090742196
PPMTF_TK_alp1_mnt100_mnv100,syntraces_Itr100_SmplA1.csv,0.0022,0.5012,0.0023999999999999577,-,0.46375333333332114,0.38553333333332435,0.5409833333333685,-,0.13853333333333134,0.12156666666666455,0.19826666666666481,-,0.6302435381167839,0.32040310348144796,1.5188119572542478,-,-,-,-,-,0.47605072005352067,0.2995125080722108,0.9883499999999971,-,1.989099805659304,0.6222553231783196,6.209186090742196
PPMTF_TK_alp0.7_mnt100_mnv100,syntraces_Itr100_SmplA1.csv,0.0014,0.5009,0.0018000000000000238,-,0.48523333333331975,0.38553333333332435,0.5409833333333685,-,0.1446799999999981,0.12156666666666455,0.19826666666666481,-,0.7458821020284708,0.32040310348144796,1.5188119572542478,-,-,-,-,-,0.4988964526734362,0.2995125080722108,0.9883499999999971,-,2.233491365445279,0.6222553231783196,6.209186090742196
PPMTF_TK_alp10_mnt100_mnv100,syntraces_Itr100_SmplA1.csv,0.0014,0.5092,0.018399999999999972,-,0.42463999999998964,0.38553333333332435,0.5409833333333685,-,0.13431666666666456,0.12156666666666455,0.19826666666666481,-,0.5248312732403987,0.32040310348144796,1.5188119572542478,-,-,-,-,-,0.48563281978998907,0.2995125080722108,0.9883499999999971,-,1.8861558844100361,0.6222553231783196,6.209186090742196
PPMTF_TK_alp0.9_mnt100_mnv100,syntraces_Itr100_SmplA1.csv,0.0014,0.5027,0.005400000000000071,-,0.47746666666665405,0.38553333333332435,0.5409833333333685,-,0.1418166666666648,0.12156666666666455,0.19826666666666481,-,0.6701062654367368,0.32040310348144796,1.5188119572542478,-,-,-,-,-,0.4823171295154333,0.2995125080722108,0.9883499999999971,-,2.0650285542159708,0.6222553231783196,6.209186090742196
PPMTF_TK_alp100_mnt100_mnv100,syntraces_Itr100_SmplA1.csv,0.0024,0.5205,0.041000000000000036,-,0.4051599999999918,0.38553333333332435,0.5409833333333685,-,0.1274933333333313,0.12156666666666455,0.19826666666666481,-,0.3597961214382641,0.32040310348144796,1.5188119572542478,-,-,-,-,-,0.4748352478504487,0.2995125080722108,0.9883499999999971,-,1.610143225801212,0.6222553231783196,6.209186090742196
PPMTF_TK_alp0.8_mnt100_mnv100,syntraces_Itr100_SmplA1.csv,0.0024,0.5015,0.0030000000000000027,-,0.4817399999999867,0.38553333333332435,0.5409833333333685,-,0.14453333333333135,0.12156666666666455,0.19826666666666481,-,0.7007464196942547,0.32040310348144796,1.5188119572542478,-,-,-,-,-,0.5024256032453068,0.2995125080722108,0.9883499999999971,-,2.284468210220233,0.6222553231783196,6.209186090742196
PPMTF_TK_alp1000_mnt100_mnv100,syntraces_Itr100_SmplA1.csv,0.001,0.5275,0.05499999999999999,-,0.41021999999999254,0.38553333333332435,0.5409833333333685,-,0.12944666666666457,0.12156666666666455,0.19826666666666481,-,0.46478494976419826,0.32040310348144796,1.5188119572542478,-,-,-,-,-,0.4600689402625612,0.2995125080722108,0.9883499999999971,-,1.4730233901096514,0.6222553231783196,6.209186090742196
PPMTF_TK_alp20_mnt100_mnv100,syntraces_Itr100_SmplA1.csv,0.0026,0.5114,0.022800000000000042,-,0.4118733333333238,0.38553333333332435,0.5409833333333685,-,0.12808999999999793,0.12156666666666455,0.19826666666666481,-,0.39842383307852314,0.32040310348144796,1.5188119572542478,-,-,-,-,-,0.4819857202810714,0.2995125080722108,0.9883499999999971,-,1.794531266681402,0.6222553231783196,6.209186090742196
PPMTF_TK_alp200_mnt100_mnv100,syntraces_Itr100_SmplA1.csv,0.0024,0.5133,0.026600000000000068,-,0.4059333333333252,0.38553333333332435,0.5409833333333685,-,0.12726333333333129,0.12156666666666455,0.19826666666666481,-,0.4265948147830009,0.32040310348144796,1.5188119572542478,-,-,-,-,-,0.46678701482588264,0.2995125080722108,0.9883499999999971,-,1.5704610899849691,0.6222553231783196,6.209186090742196
PPMTF_TK_alp0.6_mnt100_mnv100,syntraces_Itr100_SmplA1.csv,0.0012,0.5009,0.0018000000000000238,-,0.5154799999999864,0.38553333333332435,0.5409833333333685,-,0.15964999999999802,0.12156666666666455,0.19826666666666481,-,0.8617957012665494,0.32040310348144796,1.5188119572542478,-,-,-,-,-,0.5024486130277738,0.2995125080722108,0.9883499999999971,-,2.3393685357414338,0.6222553231783196,6.209186090742196
